DateTime,AddedIPs,RemovedIPs
1589060613,3,2
1589061378,18,9
1589062053,5,5
1589062772,9,7
1589063287,16,17
1589063493,10,2
1589064213,9,3
1589064933,5,8
1589065209,18,38
1589065653,3,7
1589066373,5,8
1589067142,15,43
1589067365,34,1
1589067813,6,7
1589068085,1,0
1589068533,4,10
1589069312,14,25
1589069972,11,5
1589070693,7,5
1589071206,16,22
1589071413,6,5
1589072132,7,10
1589072853,1,8
1589073128,16,6
1589073572,4,7
1589074293,5,6
1589075063,28,32
1589075733,6,19
1589076692,12,12
1589076968,9,23
1589077652,11,9
1589078612,11,11
1589078886,14,26
1589079332,4,6
1589080052,3,5
1589080814,21,28
1589081612,1,4
1589082010,12,2
1589082213,4,6
1589082734,21,24
1589082932,8,7
1589083653,4,7
1589084373,8,13
1589084649,11,17
1589085092,6,9
1589085812,7,5
1589086576,15,19
1589087253,11,5
1589087972,6,6
1589088486,16,21
1589088693,4,8
1589089412,5,2
1589090134,4,10
1589090404,14,15
1589090853,5,8
1589091572,6,4
1589092293,4,5
1589093014,3,5
1589093297,17,33
1589093732,312,404
1589094452,7,4
1589095225,17,16
1589095892,3,7
1589096662,13,10
1589097127,20,23
1589097333,2,9
1589098053,5,5
1589098772,4,4
1589099048,10,19
1589099493,6,7
1589100212,3,3
1589100984,29,20
1589101652,3,5
1589102372,5,9
1589103157,17,26
1589103812,4,6
1589104533,4,6
1589105051,16,27
1589105493,7,12
1589106213,4,7
1589106977,13,29
1589107653,10,5
1589108374,5,7
1589108904,13,29
1589109093,4,3
1589109812,5,5
1589110533,7,9
1589110821,10,15
1589111295,14,7
1589111764,1,0
1589111972,7,8
1589112742,15,36
1589113413,6,4
1589114133,6,9
1589114671,3,20
1589114852,4,10
1589115573,2,10
1589116293,7,3
1589116569,13,20
1589117013,3,6
1589117733,5,11
1589118497,12,35
1589119173,9,4
1589119892,6,6
1589120407,0,32
1589120613,6,5
1589121333,4,7
1589122052,8,9
1589122568,5,0
1589122772,7,7
1589123733,8,6
1589124250,12,60
1589124453,4,5
1589125413,5,6
1589125933,9,3
1589126173,10,15
1589126852,5,46
1589127573,2,4
1589128084,13,14
1589128293,2,4
1589129012,10,7
1589130029,21,21
1589130692,1,7
1589131412,3,5
1589131936,26,16
1589132133,6,3
1589132853,7,9
1589133573,4,11
1589134102,16,22
1589134533,4,4
1589135253,4,4
1589136024,23,16
1589136693,5,4
1589137413,7,7
1589137934,12,18
1589138132,3,7
1589138854,5,5
1589139572,6,7
1589139851,6,18
1589140292,6,6
1589140812,20,3
1589141253,6,4
1589141771,18,32
1589141973,5,7
1589142693,6,6
1589143412,10,10
1589143686,14,30
1589144133,6,3
1589144853,1,3
1589145618,14,28
1589146293,5,4
1589147012,8,1
1589147530,12,20
1589147732,8,3
1589148692,6,8
1589149457,13,22
1589150133,7,7
1589150853,3,6
1589151366,17,21
1589151573,6,6
1589152292,2,4
1589153012,2,5
1589153289,14,14
1589153733,5,3
1589154452,6,4
1589155219,24,15
1589155942,34,8
1589156612,5,8
1589157132,26,22
1589157333,12,7
1589158053,5,7
1589158773,4,3
1589159296,25,20
1589159492,9,1
1589160212,9,6
1589160932,4,7
1589161455,21,22
1589161653,7,10
1589162373,11,6
1589163092,9,12
1589163370,27,24
1589163812,7,6
1589164532,6,11
1589165252,11,6
1589165972,12,7
1589166499,8,0
1589166693,10,6
1589167207,12,33
1589167412,5,5
1589168132,11,0
1589168853,10,5
1589169127,14,22
1589169572,9,6
1589170293,12,8
1589170564,29,2
1589171058,30,28
1589171733,7,7
1589172453,8,5
1589172965,15,0
1589173172,9,10
1589173893,7,8
1589174409,1,1
1589174613,6,6
1589174885,17,21
1589175333,6,6
1589176052,28,3
1589176827,30,24
1589177493,9,7
1589178212,12,4
1589178933,7,2
1589179693,19,31
1589180373,407,32
1589181093,4,7
1589181608,23,7
1589181812,9,4
1589182533,8,3
1589183252,10,2
1589183527,16,0
1589183973,6,4
1589184694,5,6
1589185213,24,3
1589185452,18,21
1589186133,3,6
1589186853,7,2
1589187363,15,14
1589187573,8,5
1589188533,7,7
1589189293,25,16
1589189973,8,6
1589190693,6,5
1589191207,15,36
1589191413,8,4
1589192373,13,11
1589193137,24,15
1589193813,4,9
1589194534,6,9
1589195252,8,5
1589195974,6,4
1589196693,4,10
1589197211,20,65
1589197412,6,8
1589198132,9,8
1589198853,4,6
1589199383,15,32
1589199573,8,4
1589199847,22,3
1589200294,3,7
1589201012,8,3
1589201284,15,18
1589201734,6,6
1589202453,2,4
1589203214,27,21
1589204012,6,7
1589204612,5,2
1589205123,19,26
1589205333,5,8
1589206292,9,7
1589207055,15,31
1589207733,7,5
1589208452,11,7
1589208966,17,17
1589209173,9,7
1589209893,5,4
1589210175,6,0
1589210612,7,5
1589210884,9,30
1589211333,3,5
1589212053,6,3
1589212819,29,36
1589213732,8,6
1589214497,24,4
1589214737,33,24
1589215173,5,7
1589215894,6,10
1589216908,50,30
1589217573,2,1
1589218292,7,5
1589218806,47,13
1589219013,8,6
1589219733,7,8
1589220453,3,4
1589220728,27,25
1589221173,11,4
1589221893,6,6
1589222662,30,23
1589223332,3,7
1589224052,10,7
1589224567,22,20
1589224773,9,5
1589225493,6,3
1589226213,7,8
1589226485,19,28
1589226932,7,6
1589227653,4,5
1589228416,30,23
1589229135,24,10
1589229814,4,8
1589230532,1,4
1589231252,4,0
1589231972,4,5
1589232247,23,35
1589232693,4,6
1589233413,8,7
1589234174,49,16
1589234852,10,5
1589235573,2,3
1589236086,31,23
1589236293,4,6
1589237013,3,5
1589237733,5,6
1589238013,42,17
1589238452,4,3
1589239172,6,4
1589239944,37,25
1589240613,4,6
1589241334,7,6
1589241857,29,43
1589242053,5,8
1589242772,7,5
1589243284,1,0
1589243493,6,7
1589243775,55,29
1589244213,6,7
1589244933,1,5
1589245704,59,40
1589246373,8,12
1589247092,5,3
1589247607,33,23
1589247813,4,5
1589248532,6,10
1589249253,5,6
1589249775,39,21
1589250212,13,12
1589250933,6,5
1589251652,7,9
1589252374,7,13
1589253093,10,11
1589253606,35,25
1589253857,21,7
1589254533,10,10
1589255253,6,12
1589255526,29,18
1589255973,13,8
1589256693,8,12
1589257460,26,25
1589258132,10,7
1589258413,16,1
1589258853,10,8
1589259367,13,19
1589259572,9,8
1589260293,7,7
1589261012,5,6
1589261286,20,13
1589261733,10,6
1589262453,5,20
1589263219,31,33
1589263893,8,11
1589264612,5,12
1589265332,11,6
1589266105,42,13
1589266772,30,287
1589267493,15,6
1589268011,15,14
1589268212,8,7
1589268932,9,10
1589269652,7,9
1589269927,23,10
1589270373,7,7
1589271094,5,6
1589271857,19,28
1589272533,12,6
1589273047,32,1
1589273493,12,10
1589273767,34,15
1589274212,8,5
1589274933,8,7
1589275695,37,22
1589276372,6,9
1589277093,8,1
1589277617,27,24
1589278052,9,12
1589278772,4,13
